"ID","time","x","y"
"T172062-1","2017-08-08 14:40:00",-80.5859677566597,72.0303037942001
"T172062-1","2017-08-08 14:50:00",-80.5816843244832,72.0283923049252
"T172062-1","2017-08-08 15:00:00",-80.5818043095512,72.0267413189489
"T172062-1","2017-08-08 15:10:00",-80.5851172566364,72.0259824513764
"T172062-1","2017-08-08 15:20:00",-80.5914754731116,72.0283552583296
"T172062-1","2017-08-08 15:30:00",-80.5935856435739,72.0299858943689
"T172062-1","2017-08-08 15:40:00",-80.5907596646486,72.0294857558774
"T172062-1","2017-08-08 15:50:00",-80.5898422702903,72.0292120751887
"T172062-1","2017-08-08 16:00:00",-80.5938000000015,72.0276000000003
"T172062-1","2017-08-08 16:10:00",-80.604225494811,72.0237969774366
"T172062-1","2017-08-08 16:20:00",-80.6184000000015,72.0215000000003
"T172062-1","2017-08-08 16:30:00",-80.6330681107324,72.0236817886232
"T172062-1","2017-08-08 16:40:00",-80.6463013372019,72.0265132611227
"T172062-1","2017-08-08 16:50:00",-80.6542158828635,72.0285077663949
"T172062-1","2017-08-08 17:00:00",-80.6557101466345,72.0297968280261
"T172062-1","2017-08-08 17:10:00",-80.6517509894761,72.0306211306132
"T172062-1","2017-08-08 17:20:00",-80.6431480494765,72.0312066114586
"T172062-1","2017-08-08 17:30:00",-80.6305513152781,72.0317707420969
"T172062-1","2017-08-08 17:40:00",-80.6150645342067,72.0325725825616
"T172062-1","2017-08-08 17:50:00",-80.6018317832206,72.0341741245476
"T172062-1","2017-08-08 18:00:00",-80.5887633151205,72.0365259225376
"T172062-1","2017-08-08 18:10:00",-80.5725234637116,72.0386723945288
"T172062-2","2017-08-09 00:02:00",-80.4611000000016,72.2265000000003
"T172062-2","2017-08-09 00:12:00",-80.4578447517438,72.2286831453856
"T172062-2","2017-08-09 00:22:00",-80.4561349399604,72.2311687797018
"T172062-2","2017-08-09 00:32:00",-80.4561533539362,72.2338787656761
"T172062-2","2017-08-09 00:42:00",-80.4584486044863,72.2369978602487
"T172062-2","2017-08-09 00:52:00",-80.4651867814594,72.2408777168261
"T172062-2","2017-08-09 01:02:00",-80.4729318846113,72.2445716519136
"T172062-2","2017-08-09 01:12:00",-80.4798697933906,72.2477607462422
"T172062-2","2017-08-09 01:22:00",-80.4872950311604,72.2513405705512
"T172062-2","2017-08-09 01:32:00",-80.495169142317,72.2549796138774
"T172062-2","2017-08-09 01:42:00",-80.5097443210282,72.2580517757471
"T172062-2","2017-08-09 01:52:00",-80.5306567086749,72.2607795850863
"T172062-2","2017-08-09 02:02:00",-80.5517047284565,72.2640608738187
"T172062-2","2017-08-09 02:12:00",-80.5667331970932,72.2687449121036
"T172062-2","2017-08-09 02:22:00",-80.57393745227,72.2737257159526
"T172062-2","2017-08-09 02:32:00",-80.5755613396981,72.2772466927592
"T172062-2","2017-08-09 02:42:00",-80.573093309226,72.2811759454709
"T172062-2","2017-08-09 02:52:00",-80.5672520142264,72.2856622139526
"T172062-2","2017-08-09 03:02:00",-80.5583496733242,72.2894158037735
"T172062-2","2017-08-09 03:12:00",-80.5470119434348,72.2915007602917
"T172062-2","2017-08-09 03:22:00",-80.536033481185,72.293076262694
"T172062-2","2017-08-09 03:32:00",-80.5289725677754,72.2960070805427
"T172062-2","2017-08-09 03:42:00",-80.5276614903741,72.3009136034788
"T172062-2","2017-08-09 03:52:00",-80.5286025544378,72.3046434894294
"T172062-2","2017-08-09 04:02:00",-80.5274131717433,72.3034373198739
"T172062-2","2017-08-09 04:12:00",-80.5221144128641,72.2988162501307
"T172062-2","2017-08-09 04:22:00",-80.5146495626876,72.2966249273998
"T172062-2","2017-08-09 04:32:00",-80.5096211407159,72.2954081536676
"T172062-2","2017-08-09 04:42:00",-80.5120870003978,72.2923328677156
"T172062-2","2017-08-09 04:52:00",-80.5203000000015,72.2875000000003
"T172062-2","2017-08-09 05:02:00",-80.5234957886287,72.2849006915515
"T172062-2","2017-08-09 05:12:00",-80.5205722584412,72.2845517249765
"T172062-2","2017-08-09 05:22:00",-80.5127645185068,72.2851232033742
"T172062-2","2017-08-09 05:32:00",-80.5005028433797,72.284168026801
"T172062-2","2017-08-09 05:42:00",-80.4895746706141,72.2844108072599
"T172062-2","2017-08-09 05:52:00",-80.4828549760139,72.2875243996051
"T172062-2","2017-08-09 06:02:00",-80.4775331508548,72.2910561789691
"T172062-2","2017-08-09 06:12:00",-80.4721639703068,72.2944247781198
"T172062-2","2017-08-09 06:22:00",-80.4664335826846,72.2985615590329
"T172062-2","2017-08-09 06:32:00",-80.4600811563425,72.304417823639
"T172062-2","2017-08-09 06:42:00",-80.4532682725993,72.3124830375211
"T172062-2","2017-08-09 06:52:00",-80.4485907880526,72.3207540063027
"T172062-2","2017-08-09 07:02:00",-80.4476147466299,72.3272728986428
"T172062-2","2017-08-09 07:12:00",-80.4486898859686,72.334380183493
"T172062-2","2017-08-09 07:22:00",-80.4521432569421,72.3428375031943
"T172062-2","2017-08-09 07:32:00",-80.4567000000015,72.3513000000003
"T172062-2","2017-08-09 07:42:00",-80.4580000000015,72.3607000000003
"T172062-2","2017-08-09 07:52:00",-80.4478272619881,72.3647988354223
"T172062-2","2017-08-09 08:02:00",-80.4331063034581,72.3683468263563
"T172062-2","2017-08-09 08:12:00",-80.4186320488792,72.3757077619029
"T172062-2","2017-08-09 08:22:00",-80.4006000000015,72.3827000000003
"T172062-2","2017-08-09 08:32:00",-80.3881083243175,72.3861638731579
"T172062-2","2017-08-09 08:42:00",-80.3855835284357,72.39078161957
"T172062-2","2017-08-09 08:52:00",-80.3904342477966,72.3978326882253
"T172062-2","2017-08-09 09:02:00",-80.3984190089181,72.4067622801676
"T172062-2","2017-08-09 09:12:00",-80.4018285512539,72.4159280354726
"T172062-2","2017-08-09 09:22:00",-80.3852052627461,72.4209041137098
"T172062-2","2017-08-09 09:32:00",-80.3605929874382,72.4227264206964
"T172062-2","2017-08-09 09:42:00",-80.3411975097502,72.4226614538161
"T172062-2","2017-08-09 09:52:00",-80.3275479814302,72.4192928420346
"T172062-2","2017-08-09 10:02:00",-80.3208717900303,72.4127310440689
"T172062-2","2017-08-09 10:12:00",-80.3245062227858,72.4067872682796
"T172062-2","2017-08-09 10:22:00",-80.341965547688,72.4054807197248
"T172062-2","2017-08-09 10:32:00",-80.3677000000015,72.4055000000003
"T172062-2","2017-08-09 10:42:00",-80.3874698025468,72.4006695861224
"T172062-2","2017-08-09 10:52:00",-80.3925329257101,72.4006879228836
"T172062-2","2017-08-09 11:02:00",-80.4003316033189,72.4056369741839
"T172062-2","2017-08-09 11:12:00",-80.4074168299551,72.4118868708349
"T172062-2","2017-08-09 11:22:00",-80.4011326548471,72.41869900724
"T172062-2","2017-08-09 11:32:00",-80.3935000000016,72.4256000000003
"T172062-2","2017-08-09 11:42:00",-80.3835775968405,72.4306031846844
"T172062-2","2017-08-09 11:52:00",-80.3726185176029,72.4298653036556
"T172062-2","2017-08-09 12:02:00",-80.3610944297371,72.427876222094
"T172062-2","2017-08-09 12:12:00",-80.3486438173818,72.4307054183724
"T172062-2","2017-08-09 12:22:00",-80.3345000000016,72.4363000000003
"T172062-2","2017-08-09 12:32:00",-80.3197045617953,72.4412789280416
"T172062-2","2017-08-09 12:42:00",-80.3114779710199,72.4471911686891
"T172062-2","2017-08-09 12:52:00",-80.3099463723382,72.4541546544391
"T172062-2","2017-08-09 13:02:00",-80.3159675659573,72.4608451474142
"T172062-2","2017-08-09 13:12:00",-80.334692462496,72.4654055601397
"T172062-2","2017-08-09 13:22:00",-80.3645762989158,72.4675874668546
"T172062-2","2017-08-09 13:32:00",-80.3995674662209,72.4682942418935
"T172062-2","2017-08-09 13:42:00",-80.4301354116041,72.4699400842198
"T172062-2","2017-08-09 13:52:00",-80.4487721669927,72.4712638394415
"T172062-2","2017-08-09 14:02:00",-80.4580211773567,72.4659850320616
"T172062-2","2017-08-09 14:12:00",-80.4658536964841,72.4571896190587
"T172062-2","2017-08-09 14:22:00",-80.4789782331809,72.4486634627659
"T172062-2","2017-08-09 14:32:00",-80.4910794051245,72.4394413419147
"T172062-2","2017-08-09 14:42:00",-80.4990823759186,72.4289471688057
"T172062-2","2017-08-09 14:52:00",-80.5069000000015,72.4186000000003
"T172062-2","2017-08-09 15:02:00",-80.5101000000015,72.4083000000003
"T172062-2","2017-08-09 15:12:00",-80.5014773656898,72.3976065116231
"T172062-2","2017-08-09 15:22:00",-80.4984170712831,72.3866472617976
"T172062-2","2017-08-09 15:32:00",-80.5137091109539,72.3784185286067
"T172062-2","2017-08-09 15:42:00",-80.5494000000016,72.3747000000003
"T172062-2","2017-08-09 15:52:00",-80.5790645723485,72.3683547642249
"T172062-2","2017-08-09 16:02:00",-80.6042161612101,72.3608035456943
"T172062-2","2017-08-09 16:12:00",-80.6321071968778,72.3540767128493
"T172062-2","2017-08-09 16:22:00",-80.6575399600841,72.3459551773351
"T172062-2","2017-08-09 16:32:00",-80.6748841782063,72.3366388966754
"T172062-2","2017-08-09 16:42:00",-80.6906099951227,72.3269222724447
"T172062-2","2017-08-09 16:52:00",-80.7065301153087,72.317400788261
"T172062-2","2017-08-09 17:02:00",-80.7232312606245,72.3086319619403
"T172062-2","2017-08-09 17:12:00",-80.7412096536668,72.300590782589
"T172062-2","2017-08-09 17:22:00",-80.7600471088613,72.2919616853187
"T172062-2","2017-08-09 17:32:00",-80.7776000000016,72.2823000000003
"T172062-2","2017-08-09 17:42:00",-80.7919230568936,72.2729005241338
"T172062-2","2017-08-09 17:52:00",-80.8040975142294,72.263562323442
"T172062-2","2017-08-09 18:02:00",-80.8159005201583,72.2536390504862
"T172062-2","2017-08-09 18:12:00",-80.8245025254993,72.2431037790947
"T172062-3","2017-08-10 00:03:00",-80.5719000000015,72.1024000000003
"T172062-3","2017-08-10 00:13:00",-80.5508338634165,72.0976525735096
"T172062-3","2017-08-10 00:23:00",-80.5405427523535,72.0900555839377
"T172062-3","2017-08-10 00:33:00",-80.5366549319538,72.0804056680327
"T172062-3","2017-08-10 00:43:00",-80.5323785190906,72.0706551238417
"T172062-3","2017-08-10 00:53:00",-80.5351832238065,72.061901198811
"T172062-3","2017-08-10 01:03:00",-80.5419713971786,72.0546048941665
"T172062-3","2017-08-10 01:13:00",-80.5436671697344,72.0490150051113
"T172062-3","2017-08-10 01:23:00",-80.5362750546896,72.0450015997008
"T172062-3","2017-08-10 01:33:00",-80.524429065369,72.0417806030022
"T172062-3","2017-08-10 01:43:00",-80.511644452505,72.039070811285
"T172062-3","2017-08-10 01:53:00",-80.4973138112348,72.0378115746028
"T172062-3","2017-08-10 02:03:00",-80.4837000000015,72.0384000000003
"T172062-3","2017-08-10 02:13:00",-80.4754000000015,72.0406000000003
"T172062-3","2017-08-10 02:23:00",-80.4716812394894,72.0443088415042
"T172062-3","2017-08-10 02:33:00",-80.4668976722612,72.0489371233066
"T172062-3","2017-08-10 02:43:00",-80.4599539154772,72.0530526428459
"T172062-3","2017-08-10 02:53:00",-80.4588148913662,72.0541535142083
"T172062-3","2017-08-10 03:03:00",-80.4652344725227,72.0528729108396
"T172062-3","2017-08-10 03:13:00",-80.474063716179,72.0523599924108
"T172062-3","2017-08-10 03:23:00",-80.4805029353977,72.0536709465264
"T172062-3","2017-08-10 03:33:00",-80.4812574444563,72.0561273437046
"T172062-3","2017-08-10 03:43:00",-80.478383375406,72.0587102249838
"T172062-3","2017-08-10 03:53:00",-80.4767857719376,72.0619355162853
"T172062-3","2017-08-10 04:03:00",-80.4773943986894,72.065532381506
"T172062-3","2017-08-10 04:13:00",-80.480734314381,72.0692023587539
"T172062-3","2017-08-10 04:23:00",-80.4855000000015,72.0732000000003
"T172062-3","2017-08-10 04:33:00",-80.4891349582074,72.0779174842289
"T172062-3","2017-08-10 04:43:00",-80.4897000000015,72.0826000000003
"T172062-3","2017-08-10 04:53:00",-80.4858405357446,72.0863444198509
"T172062-3","2017-08-10 05:03:00",-80.4779747696148,72.0888111518512
"T172062-3","2017-08-10 05:13:00",-80.4671979526117,72.0899452008833
"T172062-3","2017-08-10 05:23:00",-80.4603936559292,72.0929908360347
"T172062-3","2017-08-10 05:33:00",-80.4634206392083,72.0982607124153
"T172062-3","2017-08-10 05:43:00",-80.4730473141122,72.1022488713666
"T172062-3","2017-08-10 05:53:00",-80.48128568835,72.1076659693754
"T172062-3","2017-08-10 06:03:00",-80.4908693756391,72.1128332405057
"T172062-3","2017-08-10 06:13:00",-80.501219609581,72.117871059736
"T172062-3","2017-08-10 06:23:00",-80.5040317335653,72.1257525358713
"T172062-3","2017-08-10 06:33:00",-80.5035713586157,72.1322033090687
"T172062-3","2017-08-10 06:43:00",-80.5041325154848,72.1382365644046
"T172062-3","2017-08-10 06:53:00",-80.5056761856718,72.1444320719434
"T172062-3","2017-08-10 07:03:00",-80.5074115185401,72.1510230977921
"T172062-3","2017-08-10 07:13:00",-80.5085489599586,72.1582476717177
"T172062-3","2017-08-10 07:23:00",-80.5082905734593,72.166351425896
"T172062-3","2017-08-10 07:33:00",-80.5064969996436,72.1753763611506
"T172062-3","2017-08-10 07:43:00",-80.5076812580725,72.1838699050935
"T172062-3","2017-08-10 07:53:00",-80.5109581546328,72.1914551203863
"T172062-3","2017-08-10 08:03:00",-80.5151353006948,72.1987774321006
"T172062-3","2017-08-10 08:13:00",-80.5215153985796,72.2063875164654
"T172062-3","2017-08-10 08:23:00",-80.5233405408666,72.2150887134421
"T172062-3","2017-08-10 08:33:00",-80.5227226684988,72.2237225366021
"T172062-3","2017-08-10 08:43:00",-80.5219369163128,72.2309727197319
"T172062-3","2017-08-10 08:53:00",-80.5118938021607,72.2368967082888
"T172062-3","2017-08-10 09:03:00",-80.497878362456,72.2404651479531
"T172062-3","2017-08-10 09:13:00",-80.4874976458647,72.240986112606
"T172062-3","2017-08-10 09:23:00",-80.4835567978112,72.2393197913079
"T172062-3","2017-08-10 09:33:00",-80.4816579739902,72.2369631888858
"T172062-3","2017-08-10 09:43:00",-80.4777358835686,72.2344511748157
"T172062-3","2017-08-10 09:53:00",-80.4701732170964,72.2314094996991
"T172062-3","2017-08-10 10:03:00",-80.4592744284226,72.2283128233051
"T172062-3","2017-08-10 10:13:00",-80.4455564828996,72.225761722125
"T172062-3","2017-08-10 10:23:00",-80.4301472036104,72.2241445787318
"T172062-3","2017-08-10 10:33:00",-80.415596449092,72.2233731478585
"T172062-3","2017-08-10 10:43:00",-80.4046595698879,72.2233040658103
"T172062-3","2017-08-10 10:53:00",-80.399430686941,72.223890642732
"T172062-3","2017-08-10 11:03:00",-80.3952045056639,72.2258446250217
"T172062-3","2017-08-10 11:13:00",-80.3873361760614,72.2288156233712
"T172062-3","2017-08-10 11:23:00",-80.3756414034012,72.2319494713792
"T172062-3","2017-08-10 11:33:00",-80.3637669260274,72.2355425584731
"T172062-3","2017-08-10 11:43:00",-80.3516962542732,72.2412421036821
"T172062-3","2017-08-10 11:53:00",-80.3421816084354,72.2475891841242
"T172062-3","2017-08-10 12:03:00",-80.3360323603619,72.253551679663
"T172062-3","2017-08-10 12:13:00",-80.3298957690735,72.260411674047
"T172062-3","2017-08-10 12:23:00",-80.32345158648,72.2665318674424
"T172062-3","2017-08-10 12:33:00",-80.3160297206372,72.2713235951686
"T172062-3","2017-08-10 12:43:00",-80.3075275063743,72.2746958482478
"T172062-3","2017-08-10 12:53:00",-80.3010644191073,72.2748210221796
"T172062-3","2017-08-10 13:03:00",-80.2961304202008,72.2740225707214
"T172062-3","2017-08-10 13:13:00",-80.2916400483378,72.275250391683
"T172062-3","2017-08-10 13:23:00",-80.286504232682,72.2806135834625
"T172062-3","2017-08-10 13:33:00",-80.2801443192518,72.2865377371702
"T172062-3","2017-08-10 13:43:00",-80.2762191064528,72.2915250521164
"T172062-3","2017-08-10 13:53:00",-80.282226622721,72.2966871945855
"T172062-3","2017-08-10 14:03:00",-80.2983688746524,72.3025763448779
"T172062-3","2017-08-10 14:13:00",-80.3152925491547,72.3087272886476
"T172062-3","2017-08-10 14:23:00",-80.3276039944981,72.3147664706861
"T172062-3","2017-08-10 14:33:00",-80.3394067844328,72.3206263695487
"T172062-3","2017-08-10 14:43:00",-80.3468194600784,72.3268221011738
"T172062-3","2017-08-10 14:53:00",-80.3439495294067,72.3341546703916
"T172062-3","2017-08-10 15:03:00",-80.3389681616109,72.3418120384377
"T172062-3","2017-08-10 15:13:00",-80.3282249039638,72.3480810320481
"T172062-3","2017-08-10 15:23:00",-80.3141424571847,72.3534933932411
"T172062-3","2017-08-10 15:33:00",-80.3045984796696,72.3590533114455
"T172062-3","2017-08-10 15:43:00",-80.3012000000015,72.3651000000003
"T172062-3","2017-08-10 15:53:00",-80.298591976385,72.3712473607808
"T172062-3","2017-08-10 16:03:00",-80.2960872135522,72.3769279976804
"T172062-3","2017-08-10 16:13:00",-80.2942188734097,72.3815480823363
"T172062-3","2017-08-10 16:23:00",-80.290714390466,72.3858296617999
"T172062-3","2017-08-10 16:33:00",-80.2795400324866,72.3923845092158
"T172062-3","2017-08-10 16:43:00",-80.2677181121104,72.3993363742195
"T172062-3","2017-08-10 16:53:00",-80.2551950057241,72.4070605417592
"T172062-3","2017-08-10 17:03:00",-80.2407000000015,72.4158000000003
"T172062-3","2017-08-10 17:13:00",-80.2303164827521,72.4225032269691
"T172062-3","2017-08-10 17:23:00",-80.220819102162,72.4260776922084
"T172062-3","2017-08-10 17:33:00",-80.2069529331383,72.4260732243447
"T172062-3","2017-08-10 17:43:00",-80.1895833583141,72.4241385011506
"T172062-3","2017-08-10 17:53:00",-80.1742727000017,72.4235434894692
"T172062-3","2017-08-10 18:03:00",-80.165908161022,72.4263663455141
"T172062-3","2017-08-10 18:13:00",-80.1676533041739,72.4319320906681
"T172062-3","2017-08-10 18:23:00",-80.1799314374433,72.4391125556905
"T172062-3","2017-08-10 18:33:00",-80.1936265951099,72.4462881161185
"T172062-3","2017-08-10 18:43:00",-80.2228442947332,72.4523177451901
"T172062-4","2017-08-11 00:01:00",-80.3488000000016,72.5467000000003
"T172062-4","2017-08-11 00:11:00",-80.3331241335331,72.5486090438886
"T172062-4","2017-08-11 00:21:00",-80.3147716333671,72.5504637194748
"T172062-4","2017-08-11 00:31:00",-80.296945491364,72.5519109125176
"T172062-4","2017-08-11 00:41:00",-80.2793697643683,72.5524970822212
"T172062-4","2017-08-11 00:51:00",-80.2591846291558,72.5527056161437
"T172062-4","2017-08-11 01:01:00",-80.2371358068139,72.5546338387007
"T172062-4","2017-08-11 01:11:00",-80.2131384505045,72.5579999709623
"T172062-4","2017-08-11 01:21:00",-80.186820844132,72.5586862166611
"T172062-4","2017-08-11 01:31:00",-80.1639897526871,72.5610120797209
"T172062-4","2017-08-11 01:41:00",-80.1463870012881,72.5632929956292
"T172062-4","2017-08-11 01:51:00",-80.1332595614175,72.5633459452584
"T172062-4","2017-08-11 02:01:00",-80.1239000000016,72.5596000000003
"T172062-4","2017-08-11 02:11:00",-80.1163999494785,72.5518445671442
"T172062-4","2017-08-11 02:21:00",-80.1036729788418,72.5457603649996
"T172062-4","2017-08-11 02:31:00",-80.0856630397911,72.5425393908098
"T172062-4","2017-08-11 02:41:00",-80.0671631498254,72.5398984312537
"T172062-4","2017-08-11 02:51:00",-80.052121423805,72.5368199839548
"T172062-4","2017-08-11 03:01:00",-80.0422000000015,72.5360000000003
"T172062-4","2017-08-11 03:11:00",-80.0377540335534,72.5397909196079
"T172062-4","2017-08-11 03:21:00",-80.0344403032977,72.5459789086554
"T172062-4","2017-08-11 03:31:00",-80.0272620023257,72.5515437721311
"T172062-4","2017-08-11 03:41:00",-80.0186979652922,72.5564877690389
"T172062-4","2017-08-11 03:51:00",-80.0130579136732,72.560838517426
"T172062-4","2017-08-11 04:01:00",-80.011784482789,72.5627788610164
"T172062-4","2017-08-11 04:11:00",-80.0159890822171,72.5608441060046
"T172062-4","2017-08-11 04:21:00",-80.0224629232741,72.5578394053576
"T172062-4","2017-08-11 04:31:00",-80.0261200564284,72.5584417527594
"T172062-4","2017-08-11 04:41:00",-80.0240956588563,72.5637709542422
"T172062-4","2017-08-11 04:51:00",-80.015998355294,72.5686570733861
"T172062-4","2017-08-11 05:01:00",-80.0028836885412,72.5693902043946
"T172062-4","2017-08-11 05:11:00",-79.9881519228195,72.5671862379281
"T172062-4","2017-08-11 05:21:00",-79.9755000000015,72.5633000000003
"T172062-4","2017-08-11 05:31:00",-79.9684014185994,72.5585722863387
"T172062-4","2017-08-11 05:41:00",-79.9662138046064,72.5533391699801
"T172062-4","2017-08-11 05:51:00",-79.9673710060842,72.547881773241
"T172062-4","2017-08-11 06:01:00",-79.9686368138822,72.5434067416949
"T172062-4","2017-08-11 06:11:00",-79.9660668776801,72.541601662672
"T172062-4","2017-08-11 06:21:00",-79.9620430227258,72.5418909633351
"T172062-4","2017-08-11 06:31:00",-79.9638733121803,72.5419796726821
"T172062-4","2017-08-11 06:41:00",-79.9725927591304,72.5412776541713
"T172062-4","2017-08-11 06:51:00",-79.9780854483103,72.5421317556625
"T172062-4","2017-08-11 07:01:00",-79.9743000000015,72.5462000000003
"T172062-4","2017-08-11 07:11:00",-79.9679000000015,72.5514000000003
"T172062-4","2017-08-11 07:21:00",-79.9585259480909,72.5540695422052
"T172062-4","2017-08-11 07:31:00",-79.948824613382,72.5564256633037
"T172062-4","2017-08-11 07:41:00",-79.9414270752707,72.5609424589614
"T172062-4","2017-08-11 07:51:00",-79.9359752717318,72.5671001079951
