time,x,y,u10,v10
2011-04-11 9:30,-84.51525,57.94918,-1.063596071,-4.782991333
2011-04-11 10:00,-84.515815,57.947829,-1.374270339,-4.677277463
2011-04-11 10:30,-84.51587,57.946395,-1.352685121,-4.787837755
2011-04-11 11:00,-84.516121,57.945314,-1.331099902,-4.898398047
2011-04-11 11:30,-84.515589,57.944295,-1.392254553,-5.153009437
2011-04-11 12:00,-84.514656,57.943327,-1.453409204,-5.407620827
2011-04-11 12:30,-84.513321,57.942977,-1.540637267,-5.517401916
2011-04-11 13:00,-84.509351,57.943537,-1.627865329,-5.627183005
2011-04-11 13:30,-84.511785,57.941141,-1.838538845,-5.402971091
2011-04-11 14:00,-84.511619,57.940605,-2.049212361,-5.178759176
2011-04-11 14:30,-84.511434,57.940098,-2.090703272,-4.89392882
2011-04-11 15:00,-84.511761,57.939755,-2.132194183,-4.609098463
2011-04-11 15:30,-84.512379,57.939562,-1.878022212,-4.401034414
2011-04-11 16:00,-84.513303,57.939464,-1.623850241,-4.192970365
2011-04-11 16:30,-84.514093,57.939525,-1.177145611,-3.972612557
2011-04-11 17:00,-84.515063,57.939596,-0.730440981,-3.752254749
2011-04-11 17:30,-84.515873,57.93947,-0.401051583,-3.464926694
2011-04-11 18:00,-84.51642,57.93934,-0.071662184,-3.177598638
2011-04-11 18:30,-84.516504,57.938955,0.168326723,-2.967091405
2011-04-11 19:00,-84.516235,57.938354,0.40831563,-2.756584171
2011-04-11 19:30,-84.515662,57.937437,0.843953215,-2.772844277
2011-04-11 20:00,-84.514851,57.936253,1.2795908,-2.789104384
2011-04-11 20:30,-84.513698,57.934826,1.624654323,-2.853706351
2011-04-11 21:00,-84.512499,57.933166,1.969717846,-2.918308319
2011-04-11 21:30,-84.511775,57.931452,1.943144705,-2.861145931
2011-04-11 22:00,-84.510934,57.929779,1.916571564,-2.803983544
2011-04-11 22:30,-84.509889,57.928277,1.593647623,-2.571871492
2011-04-11 23:00,-84.509236,57.927112,1.270723682,-2.339759441
2011-04-11 23:30,-84.508331,57.92629,1.323596376,-2.009621291
2011-04-12 0:00,-84.507264,57.925581,1.376469071,-1.679483142
2011-04-12 0:30,-84.506365,57.925246,1.428921812,-1.267087914
2011-04-12 1:00,-84.5054,57.925286,1.481374553,-0.854692687
2011-04-12 1:30,-84.50449,57.925592,1.817687537,-0.646584499
2011-04-12 2:00,-84.504066,57.926158,2.15400052,-0.438476311
2011-04-12 2:30,-84.503358,57.927014,2.587578589,-0.365544017
2011-04-12 3:00,-84.502823,57.928111,3.021156657,-0.292611724
2011-04-12 3:30,-84.502244,57.929469,3.142207151,-0.212676483
2011-04-12 4:00,-84.502361,57.930856,3.263257646,-0.132741242
2011-04-12 4:30,-84.502777,57.933239,3.402867664,-0.138179778
2011-04-12 5:00,-84.507346,57.93585,3.542477682,-0.143618314
2011-04-12 5:30,-84.523545,57.937856,3.744259317,-0.23378083
2011-04-12 6:00,-84.53048,57.941521,3.946040953,-0.323943346
2011-04-12 6:30,-84.530814,57.942611,3.728226417,-0.316039248
2011-04-12 7:00,-84.531506,57.943394,3.51041188,-0.30813515
2011-04-12 7:30,-84.532377,57.943999,2.970794001,-1.902949676
2011-04-12 8:00,-84.533063,57.944376,2.431176122,-3.497764203
2011-04-12 8:30,-84.533456,57.944361,2.110992313,-4.164472346
2011-04-12 9:00,-84.533495,57.943998,1.790808503,-4.83118049
2011-04-12 9:30,-84.532623,57.943286,1.53978679,-4.946649681
2011-04-12 10:00,-84.531791,57.942274,1.288765077,-5.062118873
2011-04-12 10:30,-84.526846,57.942767,1.139408591,-5.140065806
2011-04-12 11:00,-84.526404,57.941595,0.990052105,-5.218012739
2011-04-12 11:30,-84.524875,57.941073,0.817927683,-5.479298788
2011-04-12 12:00,-84.520519,57.942284,0.645803261,-5.740584836
2011-04-12 12:30,-84.52109223,57.93900621,2.252196279,-3.397667502
2011-04-12 13:00,-84.529604,57.935274,0.595140599,-6.053027235
2011-04-12 13:30,-84.541958,57.935348,0.700090246,-6.152997377
2011-04-12 14:00,-84.541398,57.934085,0.805039893,-6.252967519
2011-04-12 14:30,-84.543562,57.933926,0.561694882,-6.3244832
2011-04-12 15:00,-84.549154,57.938511,0.31834987,-6.395998881
2011-04-12 15:30,-84.551489,57.938599,0.25129795,-6.232313496
2011-04-12 16:00,-84.549623,57.934482,0.184246031,-6.068628111
2011-04-12 16:30,-84.550772,57.933461,0.123838764,-5.93094565
2011-04-12 17:00,-84.552321,57.93252,0.063431497,-5.793263189
2011-04-12 17:30,-84.55698382,57.93086511,0.805154125,-5.032195712
2011-04-12 18:00,-84.567415,57.929926,0.150525055,-5.551381546
2011-04-12 18:30,-84.580965,57.930292,0.267068875,-5.26807132
2011-04-12 19:00,-84.583236,57.929341,0.383612695,-4.984761095
2011-04-12 19:30,-84.585617,57.928358,0.079961625,-4.975440481
2011-04-12 20:00,-84.588167,57.92724,-0.223689446,-4.966119867
2011-04-12 20:30,-84.59069,57.925961,-0.568773629,-4.997992575
2011-04-12 21:00,-84.593331,57.924576,-0.913857812,-5.029865282
2011-04-12 21:30,-84.596369,57.923167,-1.434433646,-5.079693995
2011-04-12 22:00,-84.599247,57.921731,-1.955009479,-5.129522707
2011-04-12 22:30,-84.6026,57.920285,-2.327709203,-5.067922299
2011-04-12 23:00,-84.60577,57.918849,-2.700408927,-5.006321892
2011-04-12 23:30,-84.612439,57.919417,-3.143113924,-5.025646124
2011-04-13 0:00,-84.628487,57.92628,-3.585818921,-5.044970357
2011-04-13 0:30,-84.638029,57.931294,-3.753904633,-5.272867082
2011-04-13 1:00,-84.656208,57.936819,-3.921990344,-5.500763806
2011-04-13 1:30,-84.650592,57.943553,-4.055765835,-5.709274779
2011-04-13 2:00,-84.640858,57.95356,-4.189541327,-5.917785752
2011-04-13 2:30,-84.644764,57.954474,-3.877050835,-6.323121564
2011-04-13 3:00,-84.673815,57.951093,-3.564560343,-6.728457376
2011-04-13 3:30,-84.694978,57.940834,-2.721433214,-7.150658452
2011-04-13 4:00,-84.718403,57.944782,-1.878306084,-7.572859528
2011-04-13 4:30,-84.736399,57.949267,-1.8529665,-7.757828728
2011-04-13 5:00,-84.747014,57.959782,-1.827626916,-7.942797928
